聚贤居,一龙路和振安路的红绿灯十字路口,,东莞,2008-01,普通住宅,搜房评估参考价：1855元/平方米,,2.7,2.0,,32%,300000平方米,,,22.810111984572,113.81681618038,[],
世邦公寓,新安二路,,东莞,2010-02,普通住宅,世邦物业管理,,1.5,2,共有停车位320个,36.0%,,,,22.817504,113.798958,[],项目地处拉萨八一路以西，紧邻自治区高级法院，自治区财政厅干部培训中心，占据城市中央核心地界，区位成熟，繁华近在咫尺。项目设计为50-100平米阳光公寓，规划科学，空间灵动，为目前最为流行的商住形态
旧龙泉商务中心,人民中路,,东莞,,,搜房评估参考价：1919元/平方米,,1.6,暂无资料,共有停车位600个,21.0%,,,,22.826439,113.67635,[],
和兴楼,八达路比较靠近人民公园,,东莞,,,搜房评估参考价：3526元/平方米,,0.0,暂无资料,,25.0%,,,,23.050353,113.769814,[],
经贸中心大厦,运河东一路184号,,东莞,,普通住宅,,,0.0,暂无资料,,36.0%,,,,23.053145,113.760384,[],
丝绸宿舍,肓兴路与红荔路交汇处,,东莞,,,暂无资料,,0.0,暂无资料,,00%,,,,23.063082,113.775856,[],
富兴苑,锦厦一龙路,260户,东莞,1996-01,普通住宅,,,2.3,暂无资料,180,27.0%,508500平方米,,,22.802913,113.803852,[],富兴苑位于长安镇锦厦一龙路，小区附近有市场，百货公司，交通方便，房子升值潜力大，对面万达广场，投资居家的首选！
新彼岸,振安西路210号,708户,东莞,2009-10,普通住宅,深圳鼎诚物业,,2.99,2.0,379,36.8%,66331平方米,,,22.791437,113.806799,[],"新彼岸位于长安镇东西交通大动脉振安大道上角路段，毗邻广深高速、沿海高速、107国道、S358省道，且距离规划中的轻轨R2线站点仅300米，交通非常便利。新彼岸是长安镇城市中轴线上的轻轨沿线物业，城市轻轨站前物业，未来升值潜力巨大。 新彼岸外立面现代、时尚，小区园林以中心广场为景观中轴线，打造小区层次感鲜明的地中海式庭院园林，从小区外围到内部空中园林，户户都能感受到树木花草的亲近。同时，社区内还规划了1.6万平米的商业配套，很好的满足了业主对居家生活的需要。 新彼岸二期由6栋11-16层的小高层组成，户型以77-110平米的两房、三房为主。产品户型设计方正实用，南北通透，通风采光俱佳；户型采取双阳台设计、超大客厅开间及主人房270度转角飘窗，居家更加惬意、舒适。 新彼岸——城市轻轨站前物业！ 新彼岸——城市•奋斗•家！新彼岸总占地20000㎡左右，总建筑面积约为70000㎡，整体建筑为时尚现代风格，规划以商业街为中轴，2大组团坐北朝南，充分考虑人居个性和建筑尺度的融合，3重景观打造丰富的社区空间。 新彼岸16000㎡商业大配套，是目前方圆8公里最大最齐全的商业配套。旁边的沿海高速和R2轻轨必将提升片区升值速度。 小区内部配套:小区自建两万平米商业配套 中小学:上角小学,厦边小学,福海学校 邮局:邮政局 银行:工商银行、建设银行 医院:上角医院、帝盈酒店、厦边社区 小区自建两万平米商业配套 长安地处珠江口，东莞市南端，东与深圳市宝安区松岗镇相接，广深高速公路、107国道、C358省道横贯而过 供电:市供电"
台商会馆,,,东莞,,,,,,,,,,,,0,0,[],
宏景花园,博美连升路,,东莞,,,搜房评估参考价：4616元/平方米,,2.2,暂无资料,共有停车位600个,36.0%,,,,22.828112157928,113.67434620141,[],
霄边农民公寓,长安长福花园旁边,1600户,东莞,2011-01,,搜房评估参考价：暂无数据,,1.5,2.0,100,30%,280000平方米,,,22.810111984572,113.81681618038,[],
长荣别墅,德政中路,,东莞,,,搜房评估参考价：暂无数据,,2.6,暂无资料,共有停车位300个,42.0%,,,,22.821233,113.814596,[],
捷港新村（虎门）,金捷大道水利所旁,,东莞,,,搜房评估参考价：暂无数据,,2.1,暂无资料,共有停车位360个,32.0%,,,,22.822244276193,113.68220081442,[],
香港街三期,八达路（香港街）,,东莞,2009-01-01,,福好物业管理公司,,1.74,1.4,742,30.0%,179855平方米,,,23.037958,113.762987,[],香港街总占地8万平方米，是目前东莞市市区少有的大型商住社区。项目位于东莞新、旧城区黄金交汇点——金牛路郁八达路之间，旁倚城区**，东靠主干道旗峰路。 交通便利，周边娱乐、购物配套设施成熟（沃尔玛、帝王广场、新华书店、百家超市、商业街、体育馆等一应俱全）。 紧贴草塘公园、老干部活动中心、实验小学、东莞中学等浓厚的人文自然环境。整个项目分为A、B两区，A区以住宅为主，B区以商业为主。由一条约700米的市政路贯穿南北，路宽约29米，双车道（含人行道）。 社区内有15000平方米的平台花园、入口休闲娱乐广场、绿化广场，商业步行街，东海茶皇轩、���宁电器等精彩配套；户型设计方正实用，功能分区科学合理，通风采光良好；并且拥有完善的物业管理和全方位ied智能化系统。
怡康花园,八达路旁边,,东莞,1995-01-01,普通住宅,搜房评估参考价：2990元/平方米,,0.0,暂无资料,,35.0%,,,,23.037834,113.757626,[],
草塘小区,莞城中心金牛路比较靠近人民公园正门,,东莞,,,搜房评估参考价：2131元/平方米,,0.0,暂无资料,,35.0%,,,,23.044896,113.762127,[],
名仕阁,莲峰路83号,751户,东莞,2010-01,普通住宅,东莞市明雄商业大厦有限公司,,1.2,2.0,200,25%,21090平方米,,,23.026593,113.830121,[],名仕阁——东莞长安中心区精装修公寓。项目区位优势突出，位于长���镇莲峰路(星港城正对面)，坐拥经济、文化、金融、商业等各项配套。毗邻长安标志性商业街----长青路。交通发达，广深高速入口，莞深高速入口、S258省道分布在周边。 长安少有的精装修公寓楼，周边配套成熟完善，户型布局合理。30-60平米单身公寓和二房二厅。
长青西街,长青路,,东莞,1996-01,普通住宅,,,,0.8,,,,,,23.028537,114.106456,[],长青西街位于新长安商业重地（长青商业街）的核心地段，交通便利。为封闭式人性化管理，人口密度低，管理成熟，配套设施齐全，虽然楼龄比较久，但是地段好，配套齐全、安保过关，二手房价钱低，是长安最为成熟的小区之一。
长青路散盘,,,东莞,,,,,,,,,,,,0,0,[],
中心小学宿舍,执信公园,,东莞,,,暂无资料,,0.0,暂无资料,,00%,,,,22.825155,113.674503,[],
惠如楼,长盛西路与德政西路交接处,,东莞,2003-02,普通住宅,方米,,0.0,暂无资料,,30%,14300平方米,,,22.813459,113.805097,[],
中兴楼,长安霄边大道旁,320户,东莞,2010-01,,搜房评估参考价：1860元/平方米,,2.1,2.6,共有停车位210个,28.0%,64691.03平方米,,,22.810111984572,113.81681618038,[],
邮电局宿舍楼,虎门镇太沙路,,东莞,,,搜房评估参考价：暂无数据,,1.5,暂无资料,共有停车位230个,22.0%,,,,22.817959732833,113.68085292326,[],
水利局宿舍（莞城）,城南水利局宿舍,,东莞,,,,,,暂无资料,,35.0%,,,,23.054381,113.759738,[],
香港街,金牛路与八达路之间,1060户,东莞,2006-07,,香港街物业管理,,1.74,1.4元/平方米·月,742,30.0%,80000平方米,,,23.04051,113.762268,[],#项目总商业面积约为4万㎡，总住宅面积约为9.7万㎡，项目分A、B两区，A区以住宅为主，B区以商业为主，整个项目由一条约700米的市政路贯穿南北八达路与金牛路，路宽约28米（含人行道）#项目地处东莞老城区传统商业中心#项目规划设计以商业为重（分别在两边设置广场）#项目综合质素高（地理位置得天独夺厚，紧贴草塘公园、老干部活动中心与幼儿园等有浓厚人文自然环境，交通方便，教育与购物等配套设施一应俱全）#户型设计独具匠心，实用率高。香港街二期将推出少量新货。此次推出的货量相对较小，仅有68个单元，面积在101-124平方米之间，以3房单位和2房单位为主。均价在4300元/平方米左右。
合和商住楼,运河路老家乐富斜对面,,东莞,,,搜房评估参考价：5596元/平方米,,0.0,暂无资料,,35.0%,,,,23.03687,113.744859,[],
莲花苑2期,长盛西路82号,550户,东莞,1998-05,普通住宅,东莞市佳乐物业管理有限公司,,2.5,2.00,450,20%,50000平方米,,,22.81353,113.807129,[],莲花苑是坐落于长安镇区，位于长安广场与长安商业重地（长青商业街）的核心地段，交通便利。为封闭式人性化管理，于2004年交楼，小区绿化面积大，人口密度低，管理成熟，配套设施齐全，有会所/ /幼儿园 /地下停车场/户外停车场/儿童娱乐场等，是长安最为成熟的小区之一。享受长安中心区配套生活板块，不仅享受众多完善市政配套，同时享受吃喝玩乐应有尽有的生活配套。小区位于长安中心区，交通便利，临长青路/德政路，多路公交车可达。1/14/15/21/路明珠广场站（正门口），步行7分钟至358省道，多达50路车可直达广州、深圳、莞城、虎门、厚街、大领山等地，广深高速出口离小区仅约1公里远。
咸西新苑,中心别墅街,,东莞,2000-01,普通住宅,,,2.6,1.6,共有停车位460个,40.0%,,,,22.810111984572,113.81681618038,"[""http://pic1.ajkimg.com/display/fefbdeda9b9a87d29c7613473f1ebef4/200x200.jpg"",""http://pic1.ajkimg.com/display/d940fcf9fdb3a88cac02ff4faad5aa11/200x200.jpg"",""http://pic1.ajkimg.com/display/a96b3fe70640d0af987847d74074702c/200x200.jpg"",""http://pic1.ajkimg.com/display/4d41ad7304b1ccda2c68086f88419c7e/200x200.jpg""]",咸西新苑坐落于长安镇区，位于新长安商业重地（长青商业街）的核心地段附近，交通便利。为封闭式人性化管理，人口密度低，管理成熟，配套设施齐���，虽然楼龄比较久，但是地段好，配套齐全、安保过关，二手房价钱低，是长安最为成熟的小区之一。百佳商场就在小区的楼下，小区对面300米处就是在建的长安新地标——万科地产60层高档商业住宅项目，预计2年后建成，因此可以明显看到：富兴苑的升值空间无限！早买就早赚了！
民安楼,,,东莞,,,,,,,,,,,,0,0,[],
创富大厦,虎门大道卢屋（金色家园正对面）,,东莞,,,暂无资料,,0.0,暂无资料,,00%,,,,22.832175,113.698222,[],
咸西别墅,长安公园后面别墅地皮,600户,东莞,2000-01,,搜房评估参考价：暂无数据,,2.2,3.6,共有停车位320个,38.0%,180500平方米,,,22.810111984572,113.81681618038,[],
惠康楼,长安长盛西路,,东莞,,,搜房评估参考价：暂无数据,,0.0,暂无资料,,00%,,,,22.831112,113.690682,[],
龙泉豪苑,金洲社区,,东莞,,,暂无资料,,0.0,暂无资料,,00%,,,,22.814181,113.68641,[],
海悦金湾,虎门新湾木棉岛,,东莞,,,暂无资料,,0.61,暂无资料,,65.2%,,,,22.828112157928,113.67434620141,[],虎门黄河客运站
宏景园别墅,博涌居委会,,东莞,,,搜房评估参考价：7273元/平方米,,0.0,暂无资料,,00%,,,,22.828112157928,113.67434620141,[],
中信德方斯,长泰路与与东莞大道,944户,东莞,2011-04,普通住宅,中信物业管理有限公司,,1.92,2.3元/平方米·月,509,50.0%,91586平方米,,,23.008861,113.762079,"[""http://pic1.ajkimg.com/display/2b218c06d0932a2d30cc22f42616030b/200x200.jpg"",""http://pic1.ajkimg.com/display/acd1cef9ff0efb5f8d0a646c83a4ff63/200x200.jpg""]",中信德方斯——城市精英专享商务居所 中信德方斯位于东莞绿色长廊美誉之称的东莞大道旁，地处东莞CBD及CLD双核地段，既座拥城市繁华，又享浓郁的居住生活氛围。项目座落于东莞最为成熟且入住率最高的东泰花园社区旁，拥有各种成熟生活、教育、服务配套体系，享受中信品牌社区丰富的文化底蕴，生活、工作、购物便利无可比拟。 项目占地面积约4万m2，总建筑面积约9.15万m2，其中商业建筑面积约2万m2；整个项目由四栋20-22层高的塔楼组成，产品面积区间分布在40－90㎡的一房、两房及三房；室内按五星级酒店标准豪华装饰，为满足高端城市金领商务人群而量身定制的且多样化的个性设计需求。同时，也是中信华南（集团）东莞有限公司倾力打造商务新贵生活标杆之作。 中信德方斯继续秉承中信地产倡导法式公园生活，小区定位为“城市精英专享商务居所”，采撷法国巴黎最大的CBD德方斯的建筑风格，将其独特的雕塑艺术、法式元素精粹融入社区。 小区自身配套完善：16500㎡商业街为居家生活带来便利；5000㎡德方斯会馆专为都市金���而打造，会馆内配备的高端休闲设施如室内高尔夫球场、壁球馆、斯诺克、御康堂养生馆、西餐厅、恒温泳池、大型商务会议室……均为商务新贵提供商务交流平台、一个有氧生活减压舱；室外体育公园篮球场、门球场、网球场、游泳池等运动场地均可满足不同年龄层次参与，皆为中信德方斯社区文化赋予活力因子。整个社区将体验性、运运性、参与性、景观性、商务特性相揉合，形成独特高端人群商务居所，以完美品质演绎东莞首个集“商务会馆和商务生活“于一体的商务生活街区。 小区采用全智能化管理，设有楼宇可视对讲、闭路监控、背景音乐、“停车场、门禁一**”管理系统、电梯报警系统、家居网络智能箱系统、电梯智能卡身份识别系统让您的生活全面进入智能时代。作为中信地产鼎力打造的商务生活街区，中信德方斯正以星级酒店式秘书及高品位的卓越服务引领东莞市场，并为小区商务新贵带来物超所值的全新感受。
世纪广场,东城大道与东城西路交汇处时尚电器楼上,,东莞,2006-04,普通住宅,东莞世纪广场建造有限公司,,,2.4,,,,,,23.038463,113.781096,"[""http://pic1.ajkimg.com/display/02878352b7c1ab2cf8ad62aa5468e098/200x200.jpg""]","世纪广场是由发展商——东莞世纪广场建造有限公司精心策划建造, 由中建五局承建.地处东城核心商业区绝佳地段,位于东城大道北侧,处于百佳购物广场、华润ole、世博广场的金三角中心。整个项目共26层,负二层为地下停车场,负一层至四层为商业裙楼,五层为会所,6-26层为住宅.项目总用地面积25856.7平米,总建筑面积120038.27平米,停车位534个.项目商业面积59117.17平米,单层商业面积为13060.8平米,是东城商圈单层商业面积最大的商业物业.住宅由两栋20层塔楼组成,总面积为31871.86平米。 世纪广场以家乐福为核心店,集百货、超市、餐饮、娱乐、休闲于一体的购物中心,倡导休闲、时尚、享受的消费理念,为高节奏生活的现代人营造一个放松、休闲、时尚的欧洲新都市主义风情购物中心。项目住宅居住理念为”精英住宅、领袖聚所”,以高尚的优雅的、独立的智慧的、潮流的素养的精英生活主张”为开发理念,为社会精英阶层专门打造的一个高档住宅区。"
景湖花园水云龙庭,长泰路四环路景湖花园东骏路,,东莞,2005-02,普通住宅,广东光大企业集团有限公司,,2.50,暂无资料,,38.0%,326719平方米,,,23.000145,113.769301,"[""http://pic1.ajkimg.com/display/05248f1d8453f83951a6f0e13884bd84/200x200.jpg"",""http://pic1.ajkimg.com/display/9130600c01e8cd5927c38a3ccbb9f260/200x200.jpg"",""http://pic1.ajkimg.com/display/72c01eadd085027719e22a3abbee653f/200x200.jpg"",""http://pic1.ajkimg.com/display/a4fd261afa7430e3b7329615304bb84b/200x200.jpg""]",景湖花园与东莞“市肺”旗峰山一豚相连，盘据东莞市新城市中心四环路段，属龙祥吉地。首期开发近千亩；由500 多幢别墅及20多幢洋房组成。规划以“四水归源”的绿色、水景、生态园林为构思，以双湖双河环绕群山丘为布局；创世纪先河；双湖双河采用循环水过滤系统，可永保社区水质的清澈碧绿，并超前导入自然、人文景观及宽频智能网络系统。精心雕琢了100多处小溪、喷泉、小桥、庭院等主题园景，配合回归自然的珍稀植物及名花异草。营造建筑、生态与人的和谐共生哲理，尽显旅游田园风光气派。 景胡花园是东莞最大的别墅小区，高级会所配套设施非常全，小区门口有多条市内公交线：K1路、K2路、K4路、9路、31路、46路、78路、79路、93路市���各景点及车站都可一步到位！小区位于四环路与泰和商业街交接处，成为深圳、广州的中心点，现规划为东莞的中央生活区。小区距大型商场只有500米距离，银行足不出小区就可以啦，怡丰美食街就更加方便于你的平常生活!
东风百花市场集美楼,虎门东风百花市场后,,东莞,,,搜房评估参考价：暂无数据,,2.5,暂无资料,共有停车位1000个,32.0%,,,,22.828112157928,113.67434620141,[],
左庭右院,东城区石井,,东莞,,,暂无资料,,0.0,暂无资料,,00%,,,,23.03213,113.806537,[],
步步高,罗沙路沃尔玛购物广场后,,东莞,1980-01-01,,搜房评估参考价：2532元/平方米,,0.0,暂无资料,,40.0%,,,,23.045642,113.775663,[],
讯通大厦,莞太大道5号,,东莞,,,暂无资料,,0.0,暂无资料,,00%,,,,23.041845,113.755755,[],
桃运城,运河东一号对面,1000户,东莞,2009-03,普通住宅,,,1.25,1.50,230,32.0%,2100平方米,,,23.03687,113.744859,[],商业概况除了工业经济的突飞猛进，长安的第三产业也得到迅猛的发展，整个中高档餐饮、娱乐及购物场所都集中在周边，型成了特色商业街与商业中心相结合的商业主体，锦厦及周边目前共有五星级酒店3家，等等
均益楼,金州大道旁,,东莞,,,搜房评估参考价：1789元/平方米,,1.6,暂无资料,共有停车位300个,27.0%,,,,22.828112157928,113.67434620141,[],
旧税务局宿舍,虎门广场旁边设计大厦后面,,东莞,,,搜房评估参考价：2338元/平方米,,1.0,暂无资料,共有停车位160个,26.0%,,,,22.828112157928,113.67434620141,[],
新世纪豪园第一居,东城南路（东城中学对面）,388户,东莞,2006-01,普通住宅,暂无资料,,1.58,暂无资料,520,00%,124300平方米,,,23.027454,113.784213,[],新世纪豪园第一居，坐落于黄旗山山麓，正对黄旗主峰，位于东莞高尚地产片区之核心位置。她东倚风光秀丽的虎英效野公园，西临旗峰天然湖，北与东城区**、东城文化广场相接，与东城中学、东城小学只有一路之隔，风水宝地，得天独厚，堪称东莞绝版。 新世纪豪园第一居由新世纪豪园商住 开发公司投资兴建，同济大学建筑设计院设计，总占地面积为7.17万平方米，总建筑面积12.43万平方米。小区由4栋多层豪宅，7栋小高层豪宅，16套精品别墅及商业酒吧一条街组成，住宅总套数388户，容积率低至1.58，建筑密度为23.4%，绿化率高达51.3%，拥有在型地下停车场。第一居中央景观楼宇首层全部架空，辅以纯自然生态园林，让建筑融入自然，部分楼宇全景观光电梯，让湖光山色尽收眼底。 新世纪豪园第一居业主，不仅享受得天独厚的自然环境和人性化设计居住空间，还享用现代科技给家居生活带来的种种便利。小区智能化水平达到建设部星级标准，包括智能门禁系统，可视对讲双重访客确认系统，红外线周界防越系统、闭路电视监控系统、住户报警系统(紧急按扭、红外防盗、防泄漏)、保安巡更管理系统、智能停车场系统，并开通宽带上网和小区局域网，物业管理也采用了计算机内部联网。 第一居的户型设计尊重天人合一的概念，设计师千方百计引景入室，采用大面积落地玻璃、卧室低窗台及主卧房宽阔的270度转角凸窗设计，景观视线通透，不仅室内空间宽敞豁亮，而且将旗峰山葱茏绿色和小区如画景致尽收眼底。尤其是晨曦雨雾，被浓密山林过滤了的新空气轻盈盈登堂入室，深深地吮吸一口，五脏六腑通体舒泰，依山临水的感觉可谓妙不可言。
翠景花园,花园新村樟村外环路,,东莞,,,搜房评估参考价：3714元/平方米,,0.0,暂无资料,,34.0%,,,,22.907153168408,114.06309641877,[],
庆峰花园,东城车站温塘管理区宝塘小区,1696户,东莞,2004-06,别墅,暂无资料,,0.7,3.0,3000,51.0%,508500平方米,,,23.039328,113.813174,[],我们确信，庆峰花园的生活将是一个缤纷多彩，充满个性的完满生活。 居住环境是人类最为重要的生活空间，近来越来越多的人们所呼吁的“以人为本”生活空间，其实就是强调人与自然的和谐共处，是自然环境与社区环境的自然交融。
怡和园,虎门大道,,东莞,,,暂无资料,,1.2,1.5元/平方米·天,共有停车位500个,26.0%,,,,23.052589,113.589046,[],
富华大厦,红荔路上（吉之岛附近）,,东莞,,,搜房评估参考价：2571元/平方米,,0.0,暂无资料,,34.0%,,,,23.108947,113.810653,[],
嘉宝楼,和兴街33号,,东莞,,,搜房评估参考价：2712元/平方米,,0.0,暂无资料,,00%,,,,23.034907,113.761376,[],
教师一村,东城西路与东城大道交汇处,,东莞,,,搜房评估参考价：2881元/平方米,,0.0,暂无资料,,35.0%,,,,23.037858,113.771739,[],
电化新村,创业路,1000户,东莞,1996-02,普通住宅,暂无资料,,1.65,1.36,200,10%,10000平方米,,,23.04123,113.748679,[],
金苹果公寓,长德路和连升路交汇处,,东莞,,,搜房评估参考价：暂无数据,,0.0,暂无资料,,00%,,,,22.817959732833,113.68085292326,[],虎门1号•金苹果公寓在2009年11月份正式推出，共有194套，面积为28-58平米。
则徐小区,虎门大道镇远大桥南侧,,东莞,,,搜房评估参考价：1944元/平方米,,2.0,暂无资料,共有停车位600个,32.0%,,,,22.828725,113.689593,[],
蔚蓝星湖,东宝路主山东莞实验中学,,东莞,2004-10,,东莞市星城国际物业管理服务有限公司,,1.44,1.8元/平方米·月,1500,49.0%,,,,23.059965,113.7947,"[""http://pic1.ajkimg.com/display/74e7f430252a8ea4fd831e2c9d7a8ddd/200x200.jpg"",""http://pic1.ajkimg.com/display/2961d771a54c2a12aa7fbf3f0344bd4f/200x200.jpg"",""http://pic1.ajkimg.com/display/ddb156d11e219af09dabebfd8112fcfd/200x200.jpg"",""http://pic1.ajkimg.com/display/e0e0078d811e94285122d0e20c058bb5/200x200.jpg""]",豪宅级的小区质素改写青年生活标准，建筑总体布局流畅，外观简约典雅，超低容积率及密度接近别墅区的空间标准，由国际园林设计师主笔的小区园林充满精思妙想的艺术口味，长达400多米的大绿洲、棕榈大道、星光广场、下沉式广场、高夫尔夫练习场，多达几十处的美妙主题景观在潜移默化之间，熏陶着人们的民灵。
中惠丽阳时代一期,莞樟路石井站台旁,1464户,东莞,2005-12,普通住宅,开元国际,,3.5,1.8,601,40%,103704平方米,,,23.035669,113.796933,[],中惠丽阳时代位于莞樟路段，交通极为便利，楼下即有公交站，多路公交可达，门前有丽阳商业街，休闲中心，餐饮小食店等，小区内环境优美，绿化面积大，有泳池。小区式管理，安全，让人放心。
景湖花园紫云龙庭,东城四环路景湖花园,2000户,东莞,2002-06,普通住宅,广东光大物业有限公司,,2.50,2.20元/平米·月,1000,38.0%,416874平方米,,,22.99785,113.769373,"[""http://pic1.ajkimg.com/display/d3f73bc6dbcd8a245ae43a6d874f1b30/200x200.jpg""]",景湖花园紫云龙庭是景湖花园独立的一个花园小区，人均密度低，绿化面积大，整个小区不靠路，非常安静，小区居住的人群素质比较高。 景湖花园与东莞“市肺”旗峰山一豚相连，盘据东莞市新城市中心四环路段，属龙祥吉地。首期开发近千亩；由500 多幢别墅及20多幢洋房组成。规划以“四水归源”的绿色、水景、生态园林为构思，以双湖双河环绕群山丘为布局；创世纪先河；双湖双河采用循环水过滤系统，可永保社区水质的清澈碧绿，并超前导入自然、人文景观及宽频智能网络系统。精心雕琢了100多处小溪、喷泉、小桥、庭院等主题园景，配合回归自然的珍稀植物及名花异草。营造建筑、生态与人的和谐���生哲理，尽显旅游田园风光气派。 景湖花园引进国外先进的纯净水系统；使住户领略健康、环保高质素生活。每一别墅均配置进口逆渗透纯正净化水，住户可直接饮用。 景湖花园率先实现全智能化新生活概念。导入多重安防、社区网络、Internet等二十多多项功能的千兆宽频网络平台。使住户更贴近生活与应用网络资讯。提高商务、主活质素、尽情享受丰盛人生。
金星大厦,沙太路爱晚亭酒店对面,,东莞,,,搜房评估参考价：2503元/平方米,,1.5,暂无资料,共有停车位500个,25.0%,,,,22.816465,113.683422,[],
海伦苑,红荔路上（吉之岛附近）,,东莞,,,搜房评估参考价：2254元/平方米,,0.0,暂无资料,,00%,,,,23.06885,113.775873,[],
新兴花园,莞城体育学校旁,,东莞,,,搜房评估参考价：2222元/平方米,,0.0,暂无资料,,35.0%,,,,23.033206,113.762004,[],
和盛楼,莞城中心靠近人民公园,,东莞,,,搜房评估参考价：3664元/平方米,,0.0,暂无资料,,38.0%,,,,23.050175,113.769149,[],
玉兰楼,东城西路,,东莞,,,搜房评估参考价：1944元/平方米,,0.0,暂无资料,,35.0%,,,,23.044108,113.758202,[],
礼贤楼,运河北路,,东莞,,,搜房评估参考价：2222元/平方米,,0.0,暂无资料,,00%,,,,22.82609,113.671498,[],
中辉大厦,虎门派出所后面,,东莞,,,搜房评估参考价：1679元/平方米,,0.8,暂无资料,共有停车位600个,20.0%,,,,22.828112157928,113.67434620141,[],
华凯帝庭园,东城枢纽附近（新东华医院附近）,110户,东莞,2009-07,普通住宅,华凯物业,,2.1,3.8元/平方米·月,258,60.0%,38000平方米,,,23.038053,113.790571,[],华凯帝庭园——东城区，东莞传统富人区核心地段的顶级豪宅； 华凯气质，一脉相承——华凯品牌都市豪宅又一力作。 城市资源，绝对占有——东城核心，旺中取静。 东莞高度，比肩旗峰——129m，东莞住宅第一高度，云中俯瞰6km绵延旗峰山脉。 不出众，不豪宅——129m东莞住宅第一高度； 7%建筑密度，93%庭园场地面积； 360㎡纯粹大户花园环抱； 全屋4m层高（16层6m层高）； 客厅11m开间。 无阶层，不豪宅——110套纯粹大户都市豪宅社区。 无细节，不豪宅——高投入六星标准： 德国“旭格”全落地门窗 4m/s全进口订做轿厢“日立”电梯 99%纯度全铜供水管，HDPE排水管，水压超出国家标准50% “吉博力”同层排水，管道较普通住宅粗50% 90%的外墙采用现浇混凝土一次性浇筑…… 无私密，不豪宅——7重安防，最高标准准入制度。 无服务，不豪宅——凯业泰安，发展商自行组建，降低物业管理成本，管理费仅收3.8元/㎡； 以凯名轩原班人马为班底，提供更优质的豪宅物业管理服务。 舒适奢华——规划、建筑、设备、装修、服务、配套无一不体现都市豪宅奢华气质。 恒久传承——园林和建筑的设计风格，考虑了观赏的持久性和价值的永恒性，不张扬但具有极高的���神品质。 低调稳重——项目的精神气质与居住者的人格魅力均高度统一地体现出低调稳重的品质。 资源独占——传统富人区核心地带，俯瞰6km绵延旗峰山脉。 产品稀缺——360㎡纯粹大户超低密度都市豪宅。 都市生活——全东莞商业核心，大都市气息，旺中取静。 配套资源——毋庸置疑，最成熟地段。 升值潜力——资源的绝对占有，产品的纯粹稀缺，阶层的同质聚集保障了项目的升值空间。 投资机遇——机会稍纵即逝，必须考虑抓住经济危机的契机，在市场低谷的尾声积极入市，静待下一轮市场高峰。
康俊楼,红荔路上（吉之岛附近）,,东莞,,,搜房评估参考价：2271元/平方米,,0.0,暂无资料,,00%,,,,23.066195,113.768385,[],
边检站宿舍,虎门黄河时装城对面,,东莞,,,搜房评估参考价：2971元/平方米,,0.0,暂无资料,,00%,,,,22.828112157928,113.67434620141,[],
新世界花园（帝景台）,东黄旗山一环路与四环路,,东莞,2005-07,普通住宅,新世纪物业管理有限公司,,1.90,2.4,地上车位600个,46% %,425000平方米平方米,,,23.029683,113.788058,[],新世界花园位于东莞市东城区东城东路，踞东莞城市绿肺——黄旗山脉北侧显赫地段，毗邻市民休闲活动最活跃最成熟的区域之一的新世纪豪园第一居酒吧街，具备高贵而浪漫的异国生活情调。新世界花园总用地面积为38.3万平方米，建筑面积为42.5万平方米，第一期于1993年正式公开发售。新世界花园居住人群社会层次高，而且是境外人士最为集中居住的区域，是东莞市区最早的、最成熟的、最具规模的国际化居住社区，是东莞早期高尚豪宅代表之一。
永兴大厦,红荔路上（吉之岛附近）,,东莞,,,搜房评估参考价：2520元/平方米,,0.0,暂无资料,,14.0%,,,,23.064292,113.776233,[],
东江花园,罗沙花园新村东江大道,,东莞,2001-04,普通住宅,暂无资料,,0.0,1.5元/平方米·月,600,35%,15300平方米,,,22.72209,114.171131,"[""http://pic1.ajkimg.com/display/e2400bcb8c2d5db4d1145f352848f6b2/200x200.jpg"",""http://pic1.ajkimg.com/display/4ab95ff86a32f458cb7739085c3260e0/200x200.jpg""]",
罗沙大厦,东兴路,,东莞,,,搜房评估参考价：3462元/平方米,,,暂无资料,,40.0%,,,,23.045866,113.775469,[],
莞城莲园,可园北路右侧,1000户,东莞,2005-02,普通住宅,暂无资料,,2.0,2.00,300,30%,25000平方米,,,23.047417,113.762181,[],莞城莲园位于莞城可园北路右侧，占地18519平方米。
神洲大厦,连升大道,,东莞,,,搜房评估参考价：3159元/平方米,,0.8,暂无资料,共有停车位1200个,25.0%,,,,22.828112157928,113.67434620141,[],
劳务中心楼,旧龙泉商贸中心劳务中心大楼楼上,,东莞,,,搜房评估参考价：2071元/平方米,,1.2,暂无资料,共有停车位160个,30.0%,,,,22.82335344075,113.69144772117,[],
瀛聚大厦,东城区育华路上,,东莞,,,搜房评估参考价：3766元/平方米,,0.0,暂无资料,,00%,,,,23.068263,113.777446,[],
