title,addressFull,total,city,completion,propertyType,propertyCompany,price,volumeRate,propertyCosts,parking,greeningRate,gfa,metro,bus,lat,lng,images,overview
湖南日报单位房,芙蓉路湖南日报对面烈士公园西门附近,,长沙,,普通住宅,,6780元/平米,,,,,,,,28.21275,112.995919,[],
中意花苑,曙光中路214号,365户,长沙,1998-01,普通住宅,广州白云物业有限公司,6340元/平米,1.4,1 元/平方/月,230,21%,30466平方米,二号线远景站,心谊路站、远景路站、机场生活区站，途径线路：280、254、886、268、475、58A、58路等,28.183904334473,113.00487675559,"[""http://pic1.ajkimg.com/display/634da2690553d1bce2429be0cdb1f904/200x200.jpg"",""http://pic1.ajkimg.com/display/31065af6628ff50b6a08d7662988fc15/200x200.jpg""]",中意花苑位于白云区机场路远景路路口北侧，属于机场路口繁华路段。可以说是机场生活区的中心地带，南上是桂花岗皮具城商贸区，北下机场快线将新老机场板块连成一片，东边是白云山国家级风景区，西边有鞋材和服饰城。 而远景路很早就是韩国风情街，居住环境还不错！小区占地不大才几千平方米，约一半是绿化区，共分为A。B。C三栋，属精致型小区，自开发以来没发生物业纠纷或治安刑事案件，安全性极高，是高质量的生活小区。生活、交通等设施因在繁华路段而相当完善。
丝茅冲工商银行宿舍,德雅路1000号,,长沙,,,,,,,,,,,,28.235809,113.019818,[],
电塑宿舍,德雅路319号,,长沙,,,,,,,,,,,,28.224924,113.006954,[],
锦华时代,八一路38号,459户,长沙,,普通住宅,湖南京电物业管理有限,7683元/平米,5.2,1.5元/月/平米,73,35.0%,31036.44平方米,距地铁二号线火车站站很近 大约2公里,,28.203673395586,113.01571115478,[],"锦华时代""处城市中心繁华地段，距长沙火车站不过200米，南临八一路，西靠富丽华大酒店，东���与家润多超市、新天大酒店相临，为现今商住不可多得的城中""黄金宝地""。 　　 规划超前、定位独特，主力户型32-45平主米，与目前众多小户型项目相比，面积更小、套价更低，面向更多卓识远见的投资人士。 　　 框剪结构，随意拆分组合，每三层一个近200米的""空中花园""让购房者不必远行，推窗出户即能时刻享受与大自然为伴的惬意，在忙碌、拥挤的都市轻松放飞心情与梦想。▓▓▓▓"
民基大楼,人民中路20号,,长沙,,普通住宅,,7111元/平米,,,,,,,,28.191563,113.014669,[],
一心花苑,韶山路355号,762户,长沙,1999-07,普通住宅,长沙欣怡物业管理公司,8631元/平米,4.0,1.5元/平方米/月,378,48%,18676平方米,,7、6、9路公交车到达,28.188031616438,113.0048619486,"[""http://pic1.ajkimg.com/display/e021ad518c66ab920d64217174e07566/200x200.jpg"",""http://pic1.ajkimg.com/display/5cf5e7bbe506e4725117c6d5844c8203/200x200.jpg"",""http://pic1.ajkimg.com/display/6335f62b445323a4184c9af121ae03f2/200x200.jpg"",""http://pic1.ajkimg.com/display/e5223644870da790d6c8712c3083c35a/200x200.jpg""]",湖南长沙一心实业有限公司通过土地转让，获得位于湖南橡胶厂生产区内的长沙市韶山北路355号土地（约28亩），拟建“一心花苑”小区项目，该项目于2002年2月28日经长沙市开发计划委员会长计基[2002]84号批准立项。“一心花苑”小区工程项目位于长沙市韶山路，东临曙光路，西临韶山路，北临国税大厦，南临中山大厦，周边环境优雅，交通方便，是一个围合型结构的小区。
佳园星城,井湾子湖南女子大学对面,872户,长沙,2005-01,普通住宅,长沙卿泰物业管理公司,5713元/平米,1.68,0.5元/平方米/月,330,40%,95000平方米,,公交车：7.107.703.502.103,28.124302,113.018423,"[""http://pic1.ajkimg.com/display/b5a901f031bbf03edeab53f38327e1b0/200x200.jpg"",""http://pic1.ajkimg.com/display/7ad73eb87c80c4141f01a6794cbe9305/200x200.jpg"",""http://pic1.ajkimg.com/display/ba639dc4794ae2f114b7a3fc30fa2faf/200x200.jpg"",""http://pic1.ajkimg.com/display/82fd2d13ed7425782ab8765b64eb2f5a/200x200.jpg""]","""佳园星城""是长沙市人民**批准、由长沙佳城房地产开发有限公司和省石化建设公司共同开发的经济适用住宅小区。地处韶山南路井湾子红星村，占地89.2亩，规划总建筑面积9.5万平方米，容积率为1.68，建筑密度28.4%，绿化率为40%，项目总投资约为1.3亿元。小区规划按照""以人为本，以环境为中心""的理念进行规划设计，以新的服务理念打造全新的品牌形象，以优越的价格让利于广大市民。小区入口处大型的绿化广场和高层综合大楼，集健身、休闲、购物、娱乐、物业管理为一体，为忙碌的星城人营造一个宽松的休闲空间。小区南低北高的自然落差，造就了融入大自然的居家情趣，多彩生活，可尽情领略。小区交通便利，闹中取静，""远尘不远城""。周边多个专业级大规模批发市场及星罗棋布的学校、医院、商场、娱乐场所，共同营造了这一地段浓郁的商业文化氛围。伴随着新省**的兴建，小区的生活配套设施将会更加完善，潜在消费，勿庸置疑。在此居家，将让您倍感温馨。""佳园星城""，是您真正理想的家。"
教师二村,马王堆中路,,长沙,,,,6355元/平米,,,,,,,,28.194877,113.028041,[],
茅亭子社区,蔡锷路与营盘路交接处,,长沙,,普通住宅,,,,,,,,,,28.210356,112.987711,[],
朝阳银座,人民路9号,,长沙,1970-01,普通住宅,暂无资料,6944元/平米,,暂无资料,,,,,,28.18958453313,113.01430400646,[],
东成大厦,芙蓉中路二段99号,,长沙,,普通住宅,,7578元/平米,,,,,,,,28.195258,112.994134,"[""http://pic1.ajkimg.com/display/8a534f1977f27966c7f88a647705c36d/200x200.jpg"",""http://pic1.ajkimg.com/display/08b055f45c9741366f34f4f6fcbc287e/200x200.jpg"",""http://pic1.ajkimg.com/display/76bec9a2fb0f8f93f1e8411610b86a36/200x200.jpg""]",
恒鑫山水卿卿,芙蓉北路与二环线交汇处西北角,480户,长沙,2013-05,普通住宅,湖南恒鑫置业有限公司,,4.0,,,10%,41063.43平方米,,,28.261072,113.023917,"[""http://pic1.ajkimg.com/display/d5af6ff8e47e028f681d42aaf10d4bfc/200x200.jpg"",""http://pic1.ajkimg.com/display/2292f7c52233a31ed8fe24aa8131049b/200x200.jpg"",""http://pic1.ajkimg.com/display/1f83670bef628ab8ba82e14c067d6ab3/200x200.jpg"",""http://pic1.ajkimg.com/display/53a3b68e5a26b5bcfcbefdfca7031fea/200x200.jpg""]",恒鑫北领位于长沙市开福区新港镇鹅秀组团，地处芙蓉北路与二环线交汇处西北角，临街长度140多米，项目东面秀峰山生态公园可无遮挡近赏，西面能眺望湘江，北面仅临鹅羊山公园散步之遥，是长沙市**重点打造的中部城市物流中心的金霞片区。项目总用地面积12468.12平方米，总建筑面积41063.43平方米，小区内布置了2栋27层高层建筑和1栋7层综合商务办公楼。为充分利用到东面及北面景观，建筑规划临芙蓉北路布置，而整体小区以住宅加商业半围合式排布，不仅能充分观赏到外部景观，同时也能创造良好的内部中心景观价值。户型区间在80-120平米左右，主要迎合80后青年置业者的中高端居住需求，最难能可贵的是，项目独有的自然环境优势，加上项目本身的独特规划设计，让每一户都可享受到270度景观视野。在户型格局设计上，不仅保证了平层户型上应有的舒适性，特配有4层一个的大空中花园能够更融洽邻里间相互亲近的交流平台外，也保留住房本应有的私密性，包括邻里窗台对视问题一一弱化；在空间使用上，不仅不显得狭小，反而处处都能���现出充分利用空间的典范风采，入户花园、生活阳台、以及其他功能用房的独特设计，让业主尽享超值的赠送面积。除此外，一线品牌日立中国一梯2户人性化设计，品牌物业大管家贴身服务，再配合现代的带有强烈金属质感的建筑风格，彰显小区的都市感和现代感，以国际流行的色调和非对称的手法，营造挺拔、时尚、个性的品质社区。山水卿卿项目，不仅规划布局、园林景观、户型设计到以后的物业管理和小区文化氛围构建，我们都力争做到更好，希望通过我们共同的努力让80后对美好人生的情感寄托能体现在我们设计的相对永久的建筑之上。同时我们务求精益求精，力争在长沙市北城区域范围内打造一个高品质高品味的精致时尚生活小区。
省委党校家属房,香樟路民政学校对面,,长沙,,,,5783元/平米,,,,,,,,28.142427,113.020893,[],
国桢环保宿舍,车站北路,,长沙,,,,5534元/平米,,,,,,,,28.241183,113.014055,[],
市政公司宿舍,曙光中路,,长沙,,普通住宅,,6719元/平米,,,地面停车位,,,,,28.174876,113.00856,[],"普通居民住宅小区,环境整洁干净,周边交通方便快捷，各类生活配套服务设施(商业、金融、教育、医疗、便民等)齐全。"
天心物业,韶山北路116号,,长沙,,普通住宅,暂无资料,6250元/平米,,暂无资料,,,,,,28.156335151005,112.91363601741,[],
老干所,万家丽路,,长沙,,普通住宅,,6065元/平米,,,,,,,,28.21196,113.037146,[],
湘瑞嘉园,新港镇兴联村,470户,长沙,2009-08,普通住宅,长沙万鑫置业有限公司,,3.82,1.38元/平方米/月,200,40.97%,68549平方米,,,28.31261,112.971281,[],湘瑞嘉园住宅小区为湖南省民政厅定向开发的住宅项目，地处长沙市开福区芙蓉北路金霞开发区，东至芙蓉北路，西至鹅秀路，南至鹅羊路，北至霞凝镇镇**。该项目用地面积为15046.85平米，总建筑面积68549.44平米，住宅358套，容积率为3.82，限高为100米，建筑密度为19.22%，绿地率为40.97%，项目总投资为1.6亿元。 该项目共计四栋及一层地下室，其中1、2#栋住宅为1+26层、3#栋住宅为1+25层，为剪力墙结构，4#栋为九层公寓楼，框架结构。
陶瓷建筑新城,万家丽中路和凌霄路交界处,,长沙,1970-01,普通住宅,暂无资料,,,0.5元/平方米·天,,10%,,,,28.208653,113.035481,"[""http://pic1.ajkimg.com/display/38c04a79305fa50c54dbabba07945d4c/200x200.jpg"",""http://pic1.ajkimg.com/display/14ec3bf3ebcc4ba3fcd14bda19b26644/200x200.jpg""]",成熟型商圈建成已有十年一楼全都是门面小区有物管���别在小区的西南角和东北角小区有近百栋房子分成五个区即ABCDE区地处万家丽路远大路晚报大道和马王堆路四条路形成的井子处交通非常方便
鼓风机厂单位房,树木岭路,,长沙,,,,5461元/平米,,,,,,,,28.153783,113.028968,[],
袁家岭省煤炭厅宿舍,韶山路袁家岭迎宾路桐荫里小区附近,,长沙,,普通住宅,,7214元/平米,,,,,,,,28.203591,112.99889,[],
中建五局机关大院,,,长沙,,,,6106元/平米,,,,,,,,0,0,[],
朝阳一村,苹果市场附近,,长沙,,普通住宅,,7722元/平米,,,,,,,,28.179256,113.024146,[],
复地滨江,湘春路与湘江路交汇处,,长沙,,普通住宅,高地物业,,3.0,,,3%,292250平方米,,,28.171345,112.977356,[],复地滨江位于开福区湘春路与湘江路交汇处，湘春路西入口地块。复地长沙项目是复地集团进驻长沙的首个开发项目。复地集团将打造一个集国际五星级酒店、临街商业、酒店式公寓和高级住宅于一体的商业综合体。该项目是复地集团首次入湘兴建的高端滨江城市综合体。
东一时区,人民东路杨家山立交桥,,长沙,,普通住宅,暂无资料,5694元/平米,6.7,暂无资料,,25%,,,,28.19005367662,113.0261055366,[],
王府井商业广场,五一路,约2550户,长沙,,普通住宅,湖南鑫和物业管理公司,,4.8,,,25%,8427.88平方米平方米,,,28.198015,112.982803,[],占地36亩，两面沿街，临黄兴路140米，临解放路60米。由A���产权式商场，B座11层（1-4层裙楼，5层以上的写字楼），C座22层（1-4层与B座共裙楼，5层以上为住宅），D座29层住宅，1.2万平米流行前线地下商城及4000平米王府井超市组成，分两期开发，一期为10万平米的商场及其配套设施，二期为4万多平米的商务公寓和住宅。项目交通极为便利，有3个出入口，可以自由的从解放路、黄兴路及药王街出入。
杨铭园,曙光中路20号,520户,长沙,1999-08,普通住宅,暂无资料,6934元/平米,2.82,0.8元/平方米/月,520,32.40%,13100平方米,,"314,6,107,803,906,143,11",28.190145,113.008668,[],杨铭园由长沙市房地产开发公司开发，总面积4.10万平方米，总建筑面积1.31万平方米。优点在于：地段较不错。综合配套齐全并且楼内配套完善。绿化不错。物业管理完善。
环境监测站单位房,远大路与紫微路的交汇处,202户,长沙,2000-10,普通住宅,,4326元/平米,,,,,23009.8平方米,,,28.205416,113.028833,"[""http://pic1.ajkimg.com/display/d8e10b2df0b5d00b3dc2283e70c670e3/200x200.jpg""]",
王家冲社区,沃尔玛王家冲,,长沙,,普通住宅,暂无资料,5593元/平米,,暂无资料,地面停车位,,,,,28.158330200131,113.01080212027,"[""http://pic1.ajkimg.com/display/be74be99d5330505d6cbed5a4fef1bdb/200x200.jpg"",""http://pic1.ajkimg.com/display/6da1fbab4865feea1c97a541f997dfb3/200x200.jpg""]","普通居民住宅小区,环境整洁干净,周边交通方便快捷，各类生活配套服务设施(商业、金融、教育、医疗、便民等)齐全。"
定王台公寓,定王台菜根巷9号,,长沙,,普通住宅,,7282元/平米,,,,,,,,28.196912,112.992251,"[""http://pic1.ajkimg.com/display/68debd210f77c2f52564cd5e6a4d485a/200x200.jpg""]",
悦湖山,,1962户,长沙,2013-12,普通住宅,长沙汉青房地产开发有限公司,,4.3,1.5,1143,39.6%,223469平方米,,,0,0,[],悦湖山住宅小区位于开福区福元中路长沙大学北门以东300米，总建筑面积约30万平米，规划有14栋高层10栋联排别墅。项目傲踞月湖生态板块制高点，拥有无可比拟的原生坡地资源，在居家远景视觉上，尽揽月湖公园、浏阳河与捞刀河等自然风光，极大地满足精英人士对层峰景致的鉴赏。 在建筑筑造上，以ART DECO风格为特色，坚持立面、外观及其细节隽永、华贵的高品质。同时，社区将打造近10000㎡的西班牙皇家水景园林、近400米异域风情商街、都市风情广场、架空层会所及商务型会所，使居家环境休闲化、情调化、尊贵化，为业主营造优悦的生活品位。 项目户型以68—121平米的N+1、N+2全能中小面积为主，以“蝶变主义”突破了以往传统户型功能单一、实用率小的缺陷，实现“负公摊”的超值享受，既不失豪宅的奢华标准，又满足两口或三口家庭对三房、四房的实际需求。 悦湖山奢享充裕的教育、生活、医疗、娱乐配套，长沙大学、长大附中、国防科大及多家幼儿园、163医院、世界之窗等生活配套一应俱全，而东二环、福元路、万家丽路3号、5号地铁规划站口、规划公交站等交通网络设施，令业主出行快捷，畅达全城。
东方新城,荷花园与万家丽之间,850户,长沙,2003-01,普通住宅,长沙新金鸿物业有限公司,7547元/平米,2.5,1元/平米,地上停车位,41%,234781平方米,地铁2号.3号线,: 66路 122路 142路 143路 147路 156路 405路 703路 802路 915路,28.196304,113.033589,"[""http://pic1.ajkimg.com/display/90d9867c1f4ade22510d27b25b497154/200x200.jpg"",""http://pic1.ajkimg.com/display/4a53dc9ef057caacd065758e9f022556/200x200.jpg"",""http://pic1.ajkimg.com/display/52044bcb3b2caa14f0621246d35dd728/200x200.jpg"",""http://pic1.ajkimg.com/display/b189c20421fbcacef9187b8be8953252/200x200.jpg""]",东方新城•OPEN街区地处位于城市次中心的长沙东部城区，东邻万家丽大道，北接远大路，南靠人民东路，西临正在兴建的马王堆路，荷花路贯穿小区。随着城市东拓，其OPEN•街区发展模式也日趋成熟：芙蓉区**、新玉楼东、米萝咖啡、旺旺医院、湘里人家、五星级酒店等营造的街区大环境，加上极具投资价值的20—80M2独立街区商铺、80—120M2商品房和3500户的人气铺垫让东方新城街区生活更具魅力。以水云间为首领的人民东路“尚东区”高尚居住片区业已形成，东方新城街区跻身“尚东区”，成就高性价比的人居社区。东方新城•OPEN街区作为一种源自欧美的城市组成单位、社区的最成熟模式，突破了传统的封闭式社区的狭隘，达到国际品质的开放。街区由11个组团构成；小区完全开放，形成与城市融为一体的公共空间，每个组团外设有门禁系统，内有景观丰富的内庭院，与单元门厅一起构成了业主的半私人空间。同时将丰富的商业配套作为街区的有机组成，近3万多平方米的街区商铺，将为我们提供前所未有的NEWLOFT生活方式和新锐的BLOCKSTREET商业模式。
怡芯苑,芙蓉区马王堆路,,长沙,1900-01,普通住宅,暂无资料,4701元/���米,,暂无资料,,,,,,28.197481232904,113.03221120186,[],
沃邦菁华源,红花坡路73号,568户,长沙,1970-01,普通住宅,家园物业深佳物业有限公司,6888元/平米,5.25,1.5元/平方米·月,500,42%,79436.91平方米,,"11,107,116,143,138,160,751,805,902",28.170995,113.01296,"[""http://pic1.ajkimg.com/display/72425bc58682461e7b30bae9bb6f1dfb/200x200.jpg"",""http://pic1.ajkimg.com/display/6554c013e7f087bc0d85ee1d2fb58823/200x200.jpg"",""http://pic1.ajkimg.com/display/a1506e17ffc04001f2ca9b3735d34467/200x200.jpg"",""http://pic1.ajkimg.com/display/fe71cb5bc320e868af1e6a36257c226a/200x200.jpg""]",沃邦菁华源项目建设用地面积13188.46㎡ ，道路用地2044.15㎡，项目由省建设集团设计院设计，设计层数1＋29，前后二栋南北向二字型排列，框剪板式结构，底层为全通透式的架空层，架空层高5m，建成整个15000㎡地面面积的休闲、健身、养心、怡情为一体的大开放空间，东西二端建长廊、亭台连接南北二栋，对外有1000㎡的公用广场，内有集名贵花、木、草的绿地（绿化率达50%左右）、喷泉、小溪水，休闲、健身设施齐全。要把该住宅小区建成一个户型经典、质量优良、设施齐全、环境优雅的精品小区。
桂花公寓,军培巷38号,,长沙,,普通住宅,暂无资料,6586元/平米,,暂无资料,地面停车位,,,,,28.177867034326,113.0097709058,[],"普通居民住宅小区,环境整洁干净,周边交通方便快捷，各类生活配套服务设施(商业、金融、教育、医疗、便民等)齐全。"
先锋东外滩（三期）,营盘东路与万家丽路交汇的东南角,2678户,长沙,2011-01,普通住宅,湖南京电物业管理有限公司,7200元/平米,5.32,1.2,1416,33%,300000平方米,,,28.215027,113.04428,"[""http://pic1.ajkimg.com/display/74c444140b4e66aa1a530be410bb764f/200x200.jpg"",""http://pic1.ajkimg.com/display/092fce0a7aa7341fd8f68fd40dab4779/200x200.jpg"",""http://pic1.ajkimg.com/display/0dd8078a4d65996f06b65acb51dcafd8/200x200.jpg"",""http://pic1.ajkimg.com/display/46fb943241884c29aba4f8240240f26e/200x200.jpg""]",先锋东外滩项目紧邻九曲十湾浏阳河风光带，环境优雅，坐落于富贵城东，营盘东路上，贯穿东西，交通便捷，配套齐全，升值无限。项目是继时代先锋、先锋•水韵花都后又一个高品质楼盘，30万平方米现代简约高层建筑群集商业街、幼儿园、公寓于一身，为业主打造城市上游纯岸线生活。
天心大厦,韶山北路108号,654户,长沙,2004-02,普通住宅,,6307元/平米,3.0,1.2,85,38%,4781000平方米,,,28.198315,113.002862,[],
金霞湘绣园,龙福路2号,344户,长沙,2011-12,普通住宅,长沙宝地物业管理有限公司,,4.5,1.5元/平方米·月,220,34%,45000平方米平方米,,,28.286875,112.9824,[],金霞湘绣园在房型设计上充分考虑不同客户的购买需求，（住宅面积）从86平方米到132平方米不等，赠送空中花园，两房变三房，三房变四房。多变的户型，可满足您随性的设计思路和居家需要。大阳台及景观飘窗的设计可为您带来视觉上的无限美好。 (公寓式办公楼)整层约900平方米，1—5楼规划为整层商业裙楼，配备的两台豪华观光电梯便捷您的商务出行，6—15层为40—80平方米的经典小户型，单层2梯16户，户户灵动，组合随心。
戥子桥小区,营盘路248号,,长沙,,普通住宅,,6250元/平米,,,,,,,,28.20832,112.991498,[],
湘域城邦,藩后街32号,561 户 (北栋）户,长沙,2012-12,普通住宅,上海世贸物业,12155元/平米,8.49,2元/平米每月,373个（1:0.66）,30%%,142584平米平方米,,,28.197339,112.991686,"[""http://pic1.ajkimg.com/display/7560dfde3ec6916a5e735b7f5b35890e/200x200.jpg"",""http://pic1.ajkimg.com/display/5ad310c9136534f20ce70597846fb93e/200x200.jpg"",""http://pic1.ajkimg.com/display/e9b2bfa561edd6c3b950e497eabe2543/200x200.jpg"",""http://pic1.ajkimg.com/display/f7d3198cf2e87ecf95981c23d6bcc0cf/200x200.jpg""]",湘域城邦项目位于长沙市落星田五一路交汇处，东临落星田，南邻藩后街、西接法院巷，北至工商银行大楼(老**楼) 项目投资商: 湖南湘域房地产开发有限公司、湖南三湘愿景房地产开发有限公司 项目开发商： 湖南湘域城邦房地产开发有限公司 项目投资情况：总投资4.2亿元 项目建设规模： 项目占地面积22.43亩，总建筑面积142600平方米，（共3栋），项目容积率8.49，地上34层，地下2层。其中地上总建筑面积12.26万平方米，安置面积3.5万平方米，可供销售的住宅8.4万平方米，可供销售的商业面积0.32万平方米，地下室车位373个。预计峻工的时间为2012年底 项目发展方向：本项目位于长沙市CBD核心区域，为长沙市中心的绝版地块，城市东西向主干道----五一路与南北向主干道—芙蓉路，以及地铁1号线与2号线均在此交汇.
山水熙园,湘府东路二段168号,928户,长沙,2007-09,普通住宅,长沙永兴物业管理有限公司,6405元/平米,3.72,1.50元/平方米·月,422,45%,92438.547平方米,,公交车：7、107、103、120、123、130、137、147、152、502、602、703、801、802、805等十余条公交线路。,28.117852,113.035304,"[""http://pic1.ajkimg.com/display/c4486668db046fe3a82e6a6150de2f97/200x200.jpg"",""http://pic1.ajkimg.com/display/dd04f253baac06c77cceb8aed3e6b08e/200x200.jpg"",""http://pic1.ajkimg.com/display/91763ec876f0fb53d31d371da2db1a76/200x200.jpg"",""http://pic1.ajkimg.com/display/8b907510e60e2d5bc4d683bd270b0d7a/200x200.jpg""]",山水熙园位于雨花区体育新城片区，由湖南长沙永熙实业有限公司开发，总面积2.29万平方米，总建筑面积9.24万平方米。优点是：1. 处于中心地段。2. 靠近干道，交通四通八达。3. 房屋质量比较不错。
航空设计院宿舍,香樟路民政学院对面,,长沙,,普通住宅,,6039元/平米,,,,,,,,28.142696,113.018544,[],
建筑设计院,人民路与芙蓉路交汇处的东北角,,长沙,,,,7035元/平米,,,,,,,,28.192373,112.99393,[],
省人民医院宿舍,解放路与蔡锷中路交汇处,,长沙,,普通住宅,,7307元/平米,,,,,,,,28.196568,112.988603,[],
浏城桥复兴街小区,复兴街146号,,长沙,,普通住宅,,6086元/平米,,,,,,,,28.194647793337,112.99700361864,[],
万���城二期,开福芙蓉北路与福元路交汇处东南角,2148户,长沙,2013-06,普通住宅,长沙市万科物业服务有限公司,6544元/平米,2.52,2.38元/平方米·月,1:0.8,46%%,500000平方米,,,28.257086,113.001125,[],"万科城项目总占地约26.9㎡，总建筑面积约50万㎡，容积率2.52，绿化率46%，为长沙万科在开福区**板块打造的一个高档住宅项目。项目定位城中央首席豪宅产品，即将推出的新品为【4D+全景HOUSE】精装高层，享Dominant position（制高点）、Density（低密度的）、Di**urden（放心精装）、Delighted（幸福的优居）四大优势。同时万科城40-70平米临街商铺火爆登记中。 极具发展潜力的地段： 万科城项目位于开福区**东侧,北临福元路,西接芙蓉北路，东接已开通的车站北路,属于城市中心区与捞霞组团结合部。项目地西侧紧临的是大型商业深国投规划用地,将引进世界五百强商业；东侧是规划中的洪山公园用地,南侧临浏阳河风光带,自然资源绝佳;万科城不远处的福元路直通国家级开发区星沙经济开发区,芙蓉路贯穿长沙南北,规划中的福元路大桥直接连接河西滨江新城,项目地未来极具发展潜力。 万科首创产品： 产品为万科首期规划的多层花园洋房是万科的首创产品,高层全部采用精装修, 有超高实用率户型。高层的户型为89平米的3房及119平米的三房,通过创新设计大大提高了户型的实用率。洋房的设计尤其独特,万科通过对以往洋房进行优化,实现了一楼自带私家花园及内院2楼自带大露台及6米挑高客厅、3楼私家大露台的设计,极大的提高了实用率，洋房临中央景观轴而建,私密及景观得到了有效保护。 国际规划理念：万科城规划以中央景观轴为中心两面布局建筑,高层采用点式布局,其是万科最成熟的标准化产品,创新的设计实现了塔楼中的板楼;多层情景洋房是万科的首创产品,也是万科首次在长沙推出的洋房产品,其采用3+1模式设计,通过平层花园跃式复式结合,实现了独立入户独立私有空间等产品附加值. 全国综合实力第一的万科品牌及服务：万科地产，是中国房地产行业的领跑者。目前万科房地产业务扩展到全国30余个大中城市。万科以人为本的建筑理念，在产品设计上注重人文关怀，每一个细节都兼顾了实用、方便和美观。万科是“住宅工业化”的先行者，已在全国大面积推行“全面家居解决方案”的精装修；万科物业是万科品牌的重要组成部分，是中国最早的物业公司之一，也是最早通过ISO90001认证的物业管理企业。正因为万科人对客户服务的重视，才有了中国第一个业主委员会。"
东岸城邦,东岸乡（汽车东站斜对面）,900 户户,长沙,2012-12,普通住宅,湖南金基投资置业有限公司,5000元/平米,4.50,1.5元/平米/月,595个（1:0.66）,28.72%%,114163平米平方米,,,28.205374,113.062283,"[""http://pic1.ajkimg.com/display/693e1b23821616332e8299c7f2df5e9f/200x200.jpg"",""http://pic1.ajkimg.com/display/ecd39d7ca0a4fa9ae9cd81792a344c31/200x200.jpg"",""http://pic1.ajkimg.com/display/857064fc9452fc5e040dca5d1fa9158a/200x200.jpg"",""http://pic1.ajkimg.com/display/a1b3ba7cd97c9aba8c8e146af6f21ff0/200x200.jpg""]",东岸城邦位于长沙市大东城板块东岸乡的核心地带，其北临远大路，东临双杨路，与万家丽路、人民路均在千米之内。东岸城邦所在的大东城板块是诸多经济产业带的交汇之处，其关联的版块有：由长沙经开区、环保产业园等构成的制造业区，由马王堆市场、高桥大市场等构成的商贸物流区，由湖南农科院、湖南农大、隆平高科园等构成的新型农业���技产业区，由金鹰影视城、体育新城等构成的文化生态新区等等。东岸城邦是集住宅、公寓、商业为一体的CLD物业（中央生活区），其总用地面积约3万平米，总建筑面积10万余平米。其主导产品为87-133平米的舒适住宅，还有户型紧凑实用的49-74平米商务公寓。
香樟路电信宿舍,韶山南路与香樟路交叉口,452户,长沙,1995-01,普通住宅,暂无资料,5476元/平米,3.1,暂无资料,80,15%,,,"609路,616路,662路,663路",28.143104,113.011221,"[""http://pic1.ajkimg.com/display/b0c072abec02209dd8bfa650f9361c4b/200x200.jpg"",""http://pic1.ajkimg.com/display/f75de3e6f5edee6e63acf10ff61755ca/200x200.jpg"",""http://pic1.ajkimg.com/display/890405dd20ef1e411860c49e3d0e4fbf/200x200.jpg"",""http://pic1.ajkimg.com/display/74a0c054b67e71e23b790d6cdac9f4f1/200x200.jpg""]","普通居民住宅小区,环境整洁干净,周边交通方便快捷，各类生活配套服务设施(商业、金融、教育、医疗、便民等)齐全。"
环路公司宿舍,晚报大道王家湖路,,长沙,,普通住宅,暂无资料,5555元/平米,,暂无资料,,,,,,28.215777955495,113.03267072358,[],
格兰康都,车站南路15号,,长沙,2002-05,普通住宅,深圳中航物业管理有限公司,7825元/平米,3.92,1元/平方米·月,220,32%,8万平方米,,103路，121路，143路，148路，160路，348路，368路，502路，703路，801路，912路，,28.176702,113.015803,"[""http://pic1.ajkimg.com/display/6b33fa0a222484a78f68685a8f5180b3/200x200.jpg"",""http://pic1.ajkimg.com/display/304459ef88eed1c4bc1340c08f7a41de/200x200.jpg"",""http://pic1.ajkimg.com/display/e05d133d7802c398dde660bd71622539/200x200.jpg"",""http://pic1.ajkimg.com/display/cca0e5dabc1414331b9fab274056f735/200x200.jpg""]",项目是湖南新族房地产开发有限公司投资开发的商住精品楼盘，该项目位于长沙市车站南路与赤新路的十字路口，占地面积31亩，总建筑面积8万m2。有四房两厅两卫，三房二厅一卫，二房二厅一卫，公寓，多层等多种户型，面积从33.18——153.81m2不等。整个建筑形态现代、简约、明快、时尚、动感，充满升腾感，充满朝气。布局错落有致。公寓的办公化，住宅的景观化，多层的怡人化，充分体现了其“蓝调生活”的主题，其将是长沙市一个不可多得的高品质的楼盘。·小区配套
新合村,芙蓉远大路与万家丽路交汇处,,长沙,,普通住宅,芙蓉区马王堆街道新合村物业管理组,5294元/平米,1,,128个,35%,12500平方米,,,28.200427,113.041627,[],"普通居民住宅小区,环境整洁干净,周边交通方便快捷，各类生活配套服务设施(商业、金融、教育、医疗、便民等)齐全。"
青年公寓,东牌楼25号,,长沙,,普通住宅,,9039元/平米,,,,,,,,28.198829383298,112.98638178196,[],
车站北路小区,车站北路101号,,长沙,,,,6022元/平米,,,,,,,,28.209109,113.017153,[],
紫御江山,人民东路与望龙路交汇处,1059户,长沙,2013-11,",",观澜湖物业,,2.8,1.8,0,40%,201386.76平方米,,,28.196598,113.078902,[],紫御江山项目是集住宅、公寓、特色商业于一体的欧式风格高尚社宅。项目总建筑面积约20万平米，由11栋住宅及1栋公寓式写字楼与商业组成，总规划住宅1059户，并配备1200平米的幼儿园。。“N+1”83-128平米两房变三房、三房变四房的主流需求面积，突破传统户型功能单一、实用率低的缺陷，户型紧凑，功能齐全，实用率高，且较高赠送面积，完全满足客户对产品性价比与居住舒适性的双重需求。。
